review,sentiment
holes is an awesome movie love it lot and its one of my favorite films its one of the few flicks produced by disney that isnt cheesy holes is generally very cool motion picture wish disney would make more pictures like it holes is indeed rare breed of disney flicker shows that is cool dont get the wrong idea dont mean to bad mouth disney but most of its stuff is aimed towards kids and thats okay children deserve to have their entertainment too but disney has been guilty of trying to appeal to the teen audience and they usually fail but not with holes its the type of movie anyone of any age can watch and enjoy and not once think its corny really its the kind of movie that even lot of young hoods might enjoy since there are characters in it that they can relate toholes does good job of being mix of good family entertainment but not being too cheesy and living little on the edge hope disney takes more risks and makes more edgy flicks like this,positive
cannot hate on the show when the old and better tech tv had to hit the bricks the channel was reformatted and new shows stepped in attack of the show is the replacement for the screen savers with cohosts in the beginning they were kevin rose kevin pereira and sarah lane brendan moran came to be something of cohost as well but he mostly did prerecorded pieces for the show kevin rose decided to leave the show and eventually there was contest to see who would be the third host but that didnt pan out for some reasoneventually just learned this from this very imdb messageboard sarah lane and brendan moran moved on because hey this is what read the two got married that was big secret to me now there is new female cohost the notashot my opinion olivia munn shes hiding something in those tops she wears while sarah lane had perfect body and she wasnt afraid to show itahem sorryattack of the show deals with everything young people want to know about its music movies comic books the internet and television this is whats great about the show if you dont want to bother with scouring the net or waste time watching mtv you can get all you want on aots some segments and bits they do are funny they have regular guests and contributors who are in the industry as well as guests who range from insignificant internet stars to actual big nameseven though the hosts arent as geek as id like them to be still have found attack of the show to be entertaining even with its latest lineup,positive
worst dcom have seen ever well maybe not as bad as smart house this was just bad the acting and story was fine but the effects suckedthey were so fake the only good fight scene was between the brother and shen that was probably the only scene in which was excitedoverall found this movie very boring and the film kind of ended suddenly will give it four for brenda song who is very funny actress and that one fight scene410,negative
its awful cant believe that one of the greatest nonsenses in the world can be blockbuster and the favorite movie of millions of people movie which has no storyagain shahrukh khan has been appeared on the screen with nothing new the same as usual he is trying to make you cry by start scrambling his head for thousands of timesi think this is to muchpretty zinta spouse to act the character of pakistani girl didnt know that there is enough facilities in pakistan for the pakistani girls to do so many plastic surgeries on their face and also there are enough make up facilities and also didnt know that an indian can cross the marchs between both countriesgo to pakistan and start dancing and singing may be pakistani soldiers were sleeping,negative
some people may call cooley high the same sort of thing as american graffiti but wouldnt for starters in ag everyone was white whereas in ch theyre all black moreover this one has motown soundtrack specifically the movie focuses on several workingclass africanamerican students in chicago and their antics the movie deals mainly with home life and relationships in their apartments we see that theres never any dad around but these young men always know how to live life to the fullestone thing that really distinguishes this movie from most other portrayals of black people is that the teenagers in this movie are portrayed as very responsible worrying about missing school two really funny scenes are the gorilla scene and the one white guy in the movie but overall the main star is the soundtrack it is truly one of the best soundtracks in movie history we even have it on vinyl here at home classic in the real sense of the word,positive
so wonderful so quirky so romantic so italian the film is so feather light you float off into its refracted reality and you never want to return to the humdrum again kitchen sink world of bakeries and hairdressers and plumbing but one that shimmers with soft luminescence should the credit go to the screenplay or the direction take your pick theyre both faultless let me get back to that new york city that lies just beyond the looking glass,positive
this film is quite simply brilliant the cinematography is good the acting superb and the story absolutely breathtaking this is the story of donald woods white south african who thought himself liberal until he found out the reality of apartheid kevin kline is completely convincing so much so that when donald woods himself appeared on tv some years later recognised him from klines portrayal denzel washington also turns in masterful performance as everi urge you to watch this it is long but it is worth your patience because it tells such an incredible story remember folks this really happened,positive
have recently seen this production on dvd it is the first time have seen it since it was originally broadcast in and it was just as good as remembered at first as was worried it would seem old fashioned and suppose it is little dated and very wordy as the bbc serials were back then miss those wonderful costume dramas that seemed to be always on sunday afternoons back then but that aside it is as near perfect as it could have been am bit of jane eyre purist as it is my favourite book and have never seen another production that is faithful to the book as this one have recently reread the book as well and some of the dialogue is just spot on reading the scene near the end where rochester questions jane about what st john was like noticed their words were exactly reproduced on screen by dalton and clarke and done perfectly all the other productions that have been done all seem lacking in some way some even leave out the rivers family and their connection to jane altogether also think this is the only production to include the gypsy scene done correctlythe casting is perfect zelah clarke is like jane is described in the book small plain and dark and disagree that she looked too old timothy dalton may be little too handsome but he is absolutely perfect as rochester portraying every aspect of his character just right and acting his socks off agree with other comment that he even appears quite scary at time like in the scene when he turns around slowly at the church when the wedding is interrupted his expression is fantastically frightening but then in another favourite scene his joy is wonderful to see when jane runs down the stairs and into his arms the morning after they declare their love for one another love that is wonderfully portrayed and totally believable oh to be loved by man like that there were couple of scenes that were strangely missing however like when jane climbs in to bed with the dying helen and also when rochester takes jane shopping for her wedding things thought that one was in it but maybe my memory is playing tricksfinally if you never see another production of jane eyre you simply most see this one it is simply perfection,positive
in time of bad if not plain awful comedies king of queens is more than just breath of fresh air its complete oxygen tank it is in my opinion one of the best comedy shows of all times nothing has been this good since married with children kevin james and jerry stiller are comic geniuses and believe me it takes lot to make me label someone as comic genius these guys truly understand what is funny could watch ten episodes of seinfeld and wouldnt get half the laughs from seeing koq just once other funny people in this show are carrie janet heffernan spence and doug pruzan carries boss im so happy they managed to get so many seasons from this gem the show has been hilarious winner in time of mostly comic losers check it out if you havent,positive
prey aspect ratio 1371sound format monoa lesbian couple sally faulkner and glory annan living in remote country house are driven apart by the arrival of young man barry stokes who turns out to be flesheating alien the vanguard of massive invasiondespite its shoestring budget and leaden pacing norman warrens followup to satans slave amounts to great deal more than the sum of its meager parts thanks to surprisingly complex script by max cuff apparently his only writing credit faulkner and annan indulge an obsessive relationship whilst living in isolated splendor within the english countryside rendered alternately beautiful and ominous by derek brownes eyecatching cinematography though annans discovery of bloodstained clothing in an upstairs room marks one or both of these doeeyed lovelies as psychologically disturbed which may explain the absence of their respective families some of whom appear to have lived in the house at one time or another and left under mysterious circumstances stokes unexpected arrival throws the relationship into disarray partly because faulkner has pathological hatred of men and partly because annan is attracted to him creating tensions which result in climactic whirlwind of violence theres an extraordinary multilayered sequence in which faulkner attempts to emasculate their clueless visitor by dressing him in womens clothing though stokes alien mentality allows him to rise above the intended mockeryin the early scenes at least the relationship between faulkner and annan is depicted with uncommon grace and dignity but this heartfelt sapphic liaison quickly devolves into crowdpleasing episodes of sex and pulchritude culminating in an explosion of horror when annan allows herself to be ravished by stokes following violent argument with faulkner the closing sequences are quite literally gutwrenching especially annans final scene which appears to have been clipped for censorship reasons in and never fully restored what remains is still pretty vivid so brace yourselves excellent performances by the three leads bolstered by warrens unobtrusive direction which takes full advantage of the stunning woodland locations thereby compensating for the films budgetary shortcomings originally released in the us as alien prey,negative
the tourist season has just ended on remote island off the coast of scotland winter is beginning to set in and the inhabitants both humans and sheep alike are settling down to much quieter times ahead michael gaffikin james warwick former paratrooper in the british army is the local dentist hes not an islander by birth and as such his relationship with local artist and cartographer fiona patterson celia imrie is always being viewed with little suspicion not maliciously but just out of the protective instincts the tight knit community have for their kin the islands serenity is broken when gaffikin out for solitary round of golf finds the headless remains of brutally slain woman he immediately reports his gruesome find to insp inskipmaurice roëves at the islands police station inskip arranges for delivery of the remains to local gp dr goudry for closer inspection quick search for the killer proves fruitless as does search for missing local woman over dinner that night with michael gaffikin fiona realises that the dead woman might be sheila anderson woman from the mainland who lives on the island through the winter months quick search at her home dove cottage reveals the missing remains of her body her home proving to be the murder scene but why did the killer drag her torso over mile into the woods suspicion immediately falls on the one stranger left on the island one colonel howard jonathan newthwho also happened be the last person to see her alive as they came across on the last ferry togethergoudry asks gaffikin for some dental expertise on the victims body it reveals that she had been torn apart my somebody or something with great strength one set of teeth marks on the body seem to point at human killer another points to that of an unknown animal of some kind sheep is found mutilated and then canadian ornithologist is found slain with heavy fog rolling in the island is cut off from the mainland and any possibility of help the radio also doesnt work seemingly being blocked and the phone lines have been cut reports of ufos and the sighting of camouflaged soldier are compounded by the finding of an odd looking craft hidden behind rocks on the beach inskip is confused and refuses to listen to anything but the facts and laughs off gaffikins idea that aliens might be involved but rise in radioactive levels on the island has him doubting himselfthe nightmare man is based on the novel child of the vodyanoi by david wiltshire it is here adapted by dr who and blakes scriptwriter robert holmes and directed by douglas camfield who also had directing experience on both scifi classics and the film benefits from having such experienced genre experts on board the nightmare man though is on the whole succinctly better crafted piece that builds its plot alongside solid character development even down to the minor characters time is given to giving them all firm background the island setting is perhaps genre cliché that has been used over and over but its one that enjoy very much the remoteness the sense of being under siege with no way out always add to the atmosphere and here it is given an extra oomph by having an impenetrable fog close in to hamper all efforts in many genre efforts of this kind it is very easy for proceedings to get silly and for the plot to resort to melodrama but credit to camfield he holds it all together with the emphasis being on believability at all times there is an authenticity about proceedings the characters even speaking gaelic at times to further this point if there is one negative about the killer its that we are given hisherits pov for the killings an acceptable cliché on its own but when seen through red filter and fish eye lens it just screams of overkill and dates the film just little still though you will be hard pressed to guess the outcome or the identity or for that matter the species of the killer given the clues presented but its fun and very well acted piece the local scottish cast are exceptional the local bobbies roeves and cosmo in particular spar well off each other and are delight to behold imrie never one ive taken to in other works is also pretty good and displays hew womanly physique as if she were in hammer production the outlandish maybe even preposterous ending may irk some viewers it disappointed me in some ways but taking into account when it was made its an understandable and acceptable addendum that if you think about it is even more terrifying,positive
this review also contains spoiler of the first movie so if you havent seen either movie and want to but dont want the spoilers please dont read this reviewwhile this movie is supposed to be about christian and kathryn meeting for the first time the movie is poor copy of the first cruel intentions the actors that they had portray ryan phillippes christian and sarah michelle gellars kathryn are very poor substitutes indeed neither can pull off the smarmy snooty richkid attitude that the original actors did its absolutely appalling that some of the dialog was verbatim not so much between christian and kathryn but if you listen closely enough youll recognize it there are also inconsistencies in the plot if this were truly the first meeting of christian and kathryn then why is it that christian fell in love with girl at the end of the movie he supposedly was supposed to be in love for the first time in the original movie with reese witherspoons characteralso the tiein with the photographyyou could be model comment at the end was totally lame and didnt add anything at all overall this movie was waste of time cant believe they made cruel intentions,negative
this movie is ridiculous its attempting to be comedy but the screenplay is horrible the whole movie is done in low light and you cant grasp the fact that its comedy truly is bad cinematography you really have to sit there and watch it to realize theres few jokes here and there going on but either way theyre all inside jokes amongst themselves this is more like wannabe drama flick that went bad it really is very pointless movietheir expressions reveal nothing but dismay and disaster which turns out that way anyway unless you want to be bored out of your ass suggest you stay away from this gag of movie,negative
in dramatising wildes novel john osborne has condensed events eliminated number of characters and generally implied rather than shown dorians essential wickedness if you want more explicit rendering see the film wilde and robert louis stevenson lived in about the same time frame but were certainly vastly different men and writers this story really treats of theme similar to stevensons dr jekyll and mr hyde but note that wilde chose to treat his story as fantasy whereas rls took the scientific route both the protagonists are men in whom good wars with evil with evil winning in the endthe actors in this bbc movie take different route too from those in the film john gielgud says all the same caustic and cynical quips as george sanders in his role really projecting wilde himself but with subtle difference youll suspect that sanders really believed what he was saying but gielgud may be saying what is expected of him rather than what he sincerely believes peter firth too shows the two sides of his character in restrained fashion but then we dont get to see as many of his escapades as hurd hatfield had chance to displayits very good production with the dramatisation reflecting the essentials of the novel if not all of its ramifications,positive
it starts out like very serious social commentary which quickly makes one think of other clark movies like kids bully etc but then just as quickly it unravels into directionless mess who is the main character is this serious film or some gregg arakiesquire over the top goofy film is this skate documentary with moments of dialog inserted have no clue found myself watching the clock and wonder when this turd was going to end kept thinking there would be some big shocker culmination which never came cut good minutes out of the movie by fast forwarding through the pointless skate scenes yes it illustrates the changing landscape between the haves have nots got it way back in the beginning kids and bully was done in such way that actually felt like was observing the realities of that group of friends wassup felt very staged poorly constructed and ever worse acting teenage caveman which larry didnt write but did direct was terrible but at least it felt like it was suppose to be terrible movie that didnt take itself seriously wassup rockers was just plain bad,negative
this is my first deepa mehta film saw the film on tv in its hindi version with its sita character presented as nita also note that it is radha who underwent the allegorical trial by fire in the film and not nitasita yet what loved about the film was its screenplay by ms mehta not her direction the characters big and small were welldeveloped and seemed quixotic towards the endsomewhat like the end of mazurskys an unmarried woman they are brave women surrounded by cardboard men and one cardboard man ashok seems to come alive in the last shot we see of himcarrying his invalid mother biji he seems to finally take on future responsibility beyond celibacy and adherance to religion ms mehta seems to fumble as director however compared to most indian mainstream cinema she would seem to be brilliant as she cannot use her script to go beyond the microscopic joint family she is presenting except presenting glimpse of the chinese microminority in the social milieu of india she even dedicates the film to her mother and daughter not her father yet her radha reminesces of halcyon days with both her parents in mustard field compare her to mrinal sen adoor gopalakrishnan muzaffar ali and she is dwarfed by these giantsgiven her competent canadian production team and financial resources mehtas film of two bisexual ladies in an indian middleclass household may be sacrilege to some but merely captures the atrophy of middleclass homes that does not seem to aspire for something better than its immediate survival in limited social space kannada malayalam and bengali films have touched parallel themes in india but did not have the publicity that surrounded this film and therefore have not been seen by wide segment of knowledgeable cinemagoersms das ms azmi mr jafri and mr kharbanda are credible but not outstanding ms azmi is talented actress who gave superb performances under good directors mrinal sens khandar gautam ghoses paar benegals ankur brilliance notably absent in this film ms das sparkled due to her screen presence rather than her acting capability all in all the films strength remains in the structure of the screenplay which is above average in terms of international cinema am sure ms mehta can hone her writing talents in her future screenplays,positive
all the way though was thinking to myself oh god why at the very beginning thought right it might be average but the acting and plot on most parts was atrociousevery part in it was so predictable even though the first movie seemed to bare large resemblance to the ring it was half decent movie but this just seemed to take all the good things about the first and made them terrible some bits made everyone in the audience wet themselves eg the part were geller falls off the building had me in stitches my girlfriend had to keep telling me to quiet down was kept commenting on what was bound to happen next and more times than less was rightwhy does going into the house make her come after you it doesnt make sense it was poor excuse for lot of killings and no really depth was seen at allyou can see everything coming which just left you feeling that there was no point in watching oh shes behind her didnt see that one coming yawnssurely these people must have thought to oh dont know carry knife round or at least try and fight back instead of being eaten but someone hair at best during the movie was very mildly scared and mean mildly was just crying out for the credits as they rolled exhaled short oh thank god if you havent already dont waste your time and money on this pointless plot less sorry excuse for sequel,negative
at high school student commits suicide not shown who has taken their lives or reasons known time skips back to the start of the day from here we follow six separate students marcus melody luke steven sarah and sean each student is struggling with their own moral dilemmas all reaching boiling point hitting to an end for oneafter losing friend to suicide and surviving his own suicide attempt writerdirector murali thalluri has created revetting drama focusing on teen life and the horrible act of suicide suicide has been topic that has been kept in the shadows is thalluris attempt to bring it to light if you have been touched by the act of suicide or anyone who has becomes all the harder to viewwith heavy and hard subject matter thalluri also tackles everyday teenage life crisiss sex pregnancy sexual identity bullying friendship thalluri manages and shows them in an extremely realistic manner the factor on thalluris talent is his subtlety he respect his subject and the problems that everyone will have suffered through at sometime it verges near documentary at times it has such painful realism the interviews with each character spliced through the film only heightens this237 has distinctive similarity to gus van sants film elephant while the core of each film is different both tackle teen life like sant thalluri utilizes long tracking shots with time skipping back and forth to show each characters interaction from different perspectives defining point to elephant was its ethereal ambiance with spare conversation little development of characters and the long tracking shots sant created haunting and mesmerizing atmosphere to coming dread while there resides this dread in the emotional connection to the characters reaches higher level sant couldnt reach as time goes by each characters fragility creeps out dragging you along their emotional rollercoasterthe real hit in this film comes with the inevitable suicide foretold at the very beginning the hard part about this scene is the complete intrusion and discomfort we have as an audience watching someones life end in gruesome fashion though many films that have shown suicide gloss over the act or romanticizes the act thalluri shows the pain and agony involved with this act and that its not the best solution with unknowns in the leads and their first major roles teresa palmereach frank sweet joel mackenzie marni spillane charles baird and sam harris all show immense talent and promising acting careerscompelling and revetting is an absolutely unmissable film,positive
the quote above just about says it all for slipstream should have bailed out of this film after the first half hour but decided ought to be fair and give it chance wont watch it again so if anyone with the temerity to do so can get back to me with the number of clichéd lines in the movie im sure it will set recordsome otherwise fine and talented actors got mixed up with this clunker mark hamill portrays futuristic bounty hunter and bill paxton is his quarry paxtons character has hijacked hamills prisoner an android taking his name from the poet byron bob peck tasker hamill shoots owens paxton with dart containing tracking device so he and his companion belitski kitty aldridge can keep tabs on the pair the real question though is why didnt he just fire the device at byron thereby cutting out the middlemanif you enjoy scene after disjointed scene with tedious characterization and artsy fartsy pretense then suppose youll find something of interest here but you cant convince me that the film makes sense on any level scenes of futuristic stone age make way for high society snobbery but the pinnacle of poor taste is reached when paxtons character is displayed following night of revelry with hickeys all over his torso if anyone thinks theres some hidden meaning here youre really stretchingpatiently waiting for the frame proclaiming the end to come into view alas even that was denied if beauty is in the eye of the beholder then so is understanding this movie had neither yet there was single redeeming feature as the closing credits began their run an awesome view of half dozen hot air balloons apparently the film was keeping them afloat,negative
director edward sedgwick an old hand at visual comedy successfully leads this hal roach road show which tenders fastmoving and adroit scenario and excellent casting employing large number of roachs reliable performers although the film was originally plotted as vehicle for patsy kelly sunny jack haley stars as joe jenkins young kansan who sells his auto repair business and journeys to hollywood where he attempts to wangle screen role for the girl he loves starstruck cecilia rosina lawrence sedgwick who prefers using the entire mgm studio as his set does so here as cecilia always ready for an audition is treated by wouldbe paramour cinema star rinaldo lopez mischa auer to behindthescenes action of naturally musical comedy featuring broadway headliner lyda roberti laurel and hardy provide several enjoyable interludes including their wellknown skit involving tiny harmonica and we watch fine turns by such as joyce compton russell hicks and walter long on balance one must hand the bays to mischa auer who clearly steals the picture as an emotional movie star role which he largely creates and to the director for his clever closing homage to busby berkeleys filmic spectacles,positive
the jokes are obvious the gags are corny and the characters are walking characatures but couldnt stop from laughing at his highly entertaining movie no matter how many times see it still get kick out of this one and recommend it highly for all lovers of mindless entertainment it contains many quotable moments and some of the best sightgags ive seen to this day if youve had bad week and you need chuckle rent this one on your way home friday night to give your weekend good start,positive
these slasher pics are past their sell by date but this one is good funthe valentine cards themselves are witty and well thought outthe film has one peach of line hes no angel when he in fact is angel watching buffy reruns will never be the samethe cast is sizzling display of young talent but the story does not give them enough real depth denise richards on the dvd extras seemed to think the girls on set bonded well together and this would give the feeling that you empathised with their characters sorry but nothe direction is very good managing to show very little actual gore and relying on your imaginations implied threat much can be said also for the similar manner in which miss richards and heigel do not remove their clothesessentially the main directorial plus lies within the borrowing of various other ideas from previous slasher flicks psychos shower scene is tributed along with halloweens masking murdering someone hiding in bodybag though is pretty original one as far as knowlight viewing not very scary but few good jump moments if it was choice between the hole and this though choose the hole slasher movies have had their day and this is just another slasher very good slasher but nothing groundbreaking,positive
the only reason gave this episode of masters of horror instead of is because the two lead actors are good and it wasnt shot on vhs the story the dialog and the plot are ridiculous talking driving zombies who come back to vote and sway the political tide against the war give me break what next zombies who come back to go skydiving maybe zombies who come back to host qvc shows never supported the iraq war but do support the courage and sacrifice of the men and women of our armed forces and homecoming was disrespectful in that it mocks the true horror of war with zombies being mass produced in todays market this is the spam of zombierelated entertainment how homecoming made it onto masters of horror is beyond me,negative
like most thought another crocodile movie so far weve had primeval and rogue in the last months what can they do thats new where both those films were about action and violence this ones about fear and tensionthe performances arent oscarworthy when theres nothing going on but in times of distress or terror these people suffer so much its like torture there are holes in the plot and maybe crocs dont really behave like this as others have pointed out but the fear is so effective its stretch to say youll enjoy this movie itll leave you feeling as uncomfortable as the passion of the christ,positive
there are couple of prior comments here which opine about this flicks abundance of clichés throughout and agree completely both with regard to the characters and the dialogid read about elizabeth berklys awful performance in the equallyawful showgirls which ive never seen and her performance here while not awful is barely up to the standards of lifetimes worse fare there was not hint of depth to her character but then there probably shouldnt have been if so it would have placed the film completely outofbalance since there wasnt hint of depth or charisma not trace in any one character performer or portrayalthe principals handling of lizs initial complaint after her tutee had kissed her in the hall was laughable her husbands initial reaction and advice were likewise forrest gump attacking jennys boyfriend in his car provided more realistic intelligent action and hell he was mentallychallengedthe smarmy unctuous lawyer excuse the redundancy father of the lying student actually performed something probably worthy of praise in his performance he was both laughable and thoroughly annoying at the same time no mean feat her attorney was more of an insensitive nerd also not unknown in the professionfinally and frankly rather enjoyed this part the police were such collection of insensitive oafs that youd rather depend upon barney fife without andy to handle all law enforcement and investigation in your community know that most reallike cops fall bit short of the sharpness intelligence and empathy of the level displayed by most characters on the law and order series and the like but dolts of this level seem to be staple on lifetimefinally found kind of story within story fascination with joshs concoction of his being the victim of his teacher this scripted performance within the story was even worse than his overall performance in the main story this was something of an achievement like going from to fminusthis whole lame situation should have been resolved in real life in about minutes following realistic meeting between teacher and school authorities with husband involved but then that would have precluded the contrived drama following and left an hours blank film in the camera but the writers here proved with their ending they could do even worse when the situation was finally resolved and righted this was accomplished in all of about seconds with no indication of what measures might have been forthcoming in any real world context for the perpetrator and his parents or whether they might have been able to find some sort of path toward redemptionthis ones presentation the second because it does have some mild fascination,negative
if you havent seen this yet you really should on dvd cant believe how much enjoyed it it is amazingly realistic and believable true much of it is speculated and would have liked to have known more about what was speculative and what were proven facts there arent many of them but it handles everything quite well with cruel mother nature theme it will remind you of the nature programs that youve seen on animal planet and the discovery channel only the animals here are dinosaurs they act natural they eat kill mate play and fight for survival you will actually find yourself rooting for some of them and against othersfor the most part the effects are excellent at times they will look little too much like cgis but then you will see them in different angle that makes them look more realistic in some cases you will actually be convinced that youve seen dinosaur my favorites were the coelophysis the raptors the diplodocus the iguanadons the allosaurus and the arctic bipeds was most disappointed with the trex however which looked little too computer generated at timesin any case you should definitely see this production it is educational well made and very entertaining for what it is its an,positive
why is it that canada can turn out decent to good movies in every genre other then action caught dragon hunt on tv the other day and it was like train wreck just could not change the channel its sheer stupidity sapped my willpower its pretty telling that the cast imdb credits with this monstrosity apparently never worked againbad acting bad writing bad narration bad music bad hair bad cinematography it just goes on and on the movie really has nothing to recommend it if youre looking for bad action films to enjoy by laughing out there are tonne of other films that wont require you to scorch out your retinas afterwardsi hope this film didnt get money from the government for financing otherwise im never paying taxes again,negative
ab tak chhappan is fictitious story surrounding police department in mumbai india sadhu agashe is hard working hardedged cop heading up plain clothed crime squad who makes name for himself by killing dangerous criminals in staged police encounters rather than locking them up in prison his loyal officers obey him without question but rift forms when one of his officers imtiaz becomes frustrated by sadhus high ranking status and is secretly competing with him for criminal kills and status new recruit is also pushed into the fraternity and imtiaz is angry when sadhu allows him to take the lead on his first case further change comes in the form of new police commissioner who disapproves of sadhus tactics and everyone gets caught up in internal politicsi was surprised to see such well directed action thriller coming from india the camera work is excellent the story is well told and the tension is high when the drama unfolds the acting pace and political subterfuge convinces the viewer that they are fly on the wall witnessing the blood sweat and tears from close up and personal view and that the events are based on reality which is no doubt why we are told that it is not at the beginning of the film although it is likely that the director shimit amin has taken liberties with factual accounts nevertheless ab tak chhappan is an extremely polished piece of filmmaking,positive
lets keep it simple my two kids were glued to this movie it has its flaws from an adult perspective but buy some jellyworms and just enjoy it and the pepsi girl was excellentand kimberly williams was pretty goshdarned hot although shes not in the film very much so dont get too excited therenot thats its really bad thing but it is the kind of movie you watch just once dont buy the dvdenjoydid mention kimberly williams that was for the dads,positive
it was am in the morning and had nothing else to do dont judge me pleasewere back in time during the spanish settlements group have made their way onto an island it doesnt take too long before they encounter large reptile which gobbles up their horse soon theyre captured by the natives and in order to gain freedom they must kill the reptile gods the cg sucks it reminds me of the cg of early console video games the encounters were lame the only positive thing have to say about this was the hottie native running around in skimpy outfit otherwise its just middling effort,negative
lackawanna blues is and excellent movie the casting was perfect every actor and actress was perfectly suited for the role they played their chemistry together was amazing the acting was superb felt as if knew the characters could almost feel them they reminded me of people that knew as child growing up in the 50s and 60s oh the memories my personal belief is that this movie should have been on the big screen for all to see have watched this movie so many times that can almost recite the lines as the characters are saying them cant even list my favorite part because have so many favorite parts thank you for bringing back part of my youth that never see in this day and ageand that is black people loving each other looking out for each other respecting each other caring about each other and doing all we can to help each other gotta go now have to go watch it again,positive
saturday june 630pm the neptunemonday june 430pm the neptunefew celebrations of ethnic and cultural identity succeed as mightily as carlos sauras brilliant interpretation of isaac albeniz masterpiece iberia suite at the approach of its centennial saura drew together an unprecedented wealth of talent from the spanish performing arts community to create this quintessential love song to their homeland the twelve impressions of the suite are presented without narrative in stark surroundings allowing the power of each performance to explode before sauras camera creative use of large flats and mirrors moved throughout the set combined with screens shadows fire rain and rear projection add glorious dramatic effects to the varied selections of song dance and instrumental performance photographs of albeniz reappear throughout the program connecting the passion of the music to its great creator saura encompasses all spaniards on his stage from the beautiful elegance of elderly flamenco dancers in traditional costume to children joyously dancing with their instructors,positive
as most people am tired of the by the numbers clichéd movies that hollywood makes there seems to be no creativity in hollywood companies only want to spend money on remakes are sequels that have an audience built inthis movie is welcome change it could be classified as romantic comedy for its genre but dont let that turn you off this movie this is very original movie which is not like most things hollywood producesif you are reading this you already know the basic plot so will not bother going over that the only movies that come to mind to compare this to are interstate and art of travel which are little known gems that take different path than most of the hollywood garbagethis is well worth seeing if you are tired of watching more of the samedean,positive
many of the reviews and comments have read about this movie say that this is rather stale film and performance by clara bow although the storyline was rather typical of claras later silents still find it somewhat heartstirring and incredibly fun clara plays happygolucky hawaiian girl who will stop at nothing to win the man she lovesnever mind that this man is married claras lack of modesty was shocking in the day but believe it lends to the sweetness and general fun of the movie though definitely not brilliant storyline quite typical actually this movie is nice showcase of claras ability to make the audience laugh,positive
as the number of video nasties ive yet to see dwindles this little pile of garbage popped up on my to rent list when saw it was availablethe premise involves fashion model or something being kidnapped and taken into the jungle to be held for ransom by motley crew of idiots some other goof gets hired to bring her back and is given sack of money to use as bargaining chip though if he returns with the girl and all the money he gets significant cut hes brought helicopter and pilot with him and wow that pilot is one of the worst actors ever granted they are all totally terrible and the dubbing will make you cry blood after stealing away into the jungle we learn that nearby is cannibal cult whose flesheating earthbound god wanders the woods like human king kong looking for tribeswomen to ravage and devour now this fellow is just naked guy with some of the worst makeup ever pingpong balls for eyes and thats pretty much it his growls and groans are an everpresent feature on the soundtrack and found myself muting much of those scenesoh did forget to mention the almost constant nudity this is probably the main reason this film was banned though there is one specific scene about one second long where the god attacks girl and pulls her guts out but its not redeeming factor for gore fans also jess franco goes beyond the usual and and shows lengthy closeups of female genitals and sadly male as well so if you want fair in terms of exploitation you got iti cant recommend this trash to anyone its not even the good bad movie its just atrociously padded trash that only video nasty fan will probably view and even then if you are making your way through the list leave this for the very last if you watch it first you may get the notion that this is the norm for the list which is certainly not true,negative
rented this thinking it would be pretty good just by the cover of the movie case judge and jury started out pretty good killer chasing the man who killed his wife on bike with cool gun but this movie got progressively stupider as it went on david keith is awesome actor especially when he plays role like this too bad the movie was piece of crap it really wasted his talent judge and jury was well plain dumb gave it should have gave it gave it an extra star just because david keiths gun was cool,negative
found out about this film because jewish ben chaplin from game on was in it game on is funny british sitcom and apparently he left because he wanted to break into hollywood and star in this film he failed thank godthe film is very simple romantic comedy with janeane garofalo playing an ugly woman who uses her neighbour uma thurman to date ben chaplin because she thinks ben chaplin wont like her because shes ugly the film is just bad for so many reasons the plot is unbelievably predictable from the overtly slapstick bits to the serious mushy bits ugh just that montage where all three of them are having fun and then the photograph bit those two scenes made me cringe janeanes character is sickeningly arrogant and guessing from her role as standup comedienne and archfeminist is in real life too she claims that the film is antifeminist when in fact its just realistic men more often than not go for looks over personality its interesting to note her hypocrisy too shed been feminist and comedienne for years before taking this role and then suddenly decides afterwards that the film was bad imagine she hated the idea and script of this film before it was released but she made sure she kept that quiet so she could get paid for this travesty of film mean come on she acted in it for heavens sake what this film was really was antimen if anything it portrays men as stupid animals whose brains are in their groins with the men doing stupid things to attract the attention of uma thurmans character noellethere are other bad things about this film too like ben chaplins character being the british man every american girl finds cute and jamie foxx being the token black best friend of chaplin and of course foxx had to try and mimic his accent few times for good measure is that the best the script writers could come up with blimey theyve never done that before except with every hugh grant and dudley moore film ever made theres also truly awful phone sex scene which is just grotesque and proves how cheap the film is the other comments on here all say how janeane garofalo isnt ugly but is actually beautiful erm was watching the same film as they were shes certainly no looker and the only good thing about this film was that she was rightly cast as the ugly one although having said that fail to see the appeal of uma thurman as well shes lanky and gaunt lookingi guarantee three things about this film if youve never watched ityou will know what the ending will beyou will find the phone sex scene painfully embarrassing andyou will be bored after ten minuteswatch at your own peril,negative
